fastestLap;rank;fastestLapTime;fastestLapSpeed;resultId
45;9;1:21.494;202.056;22329
53;1;1:19.908;206.066;22330
39;10;1:21.545;201.930;22331
57;3;1:20.548;204.429;22332
53;5;1:20.846;203.676;22333
44;13;1:22.098;200.570;22334
64;8;1:21.346;202.424;22335
56;2;1:20.224;205.255;22336
54;4;1:20.752;203.913;22337
55;7;1:21.338;202.444;22338
41;15;1:22.305;200.065;22339
58;11;1:21.876;201.113;22340
61;12;1:22.008;200.790;22341
57;16;1:22.522;199.539;22342
50;18;1:22.866;198.711;22343
50;19;1:23.035;198.306;22344
49;20;1:23.230;197.842;22345
41;17;1:22.529;199.522;22346
34;14;1:22.179;200.372;22347
26;21;1:24.137;195.709;22348
58;2;1:26.608;182.103;22350
40;5;1:27.419;180.413;22351
36;4;1:27.380;180.494;22352
64;1;1:25.724;183.981;22353
51;7;1:28.229;178.757;22354
47;6;1:27.983;179.257;22355
52;9;1:28.746;177.716;22356
63;3;1:26.850;181.595;22357
31;11;1:29.120;176.970;22358
50;13;1:29.156;176.898;22359
41;8;1:28.704;177.800;22360
41;10;1:28.883;177.442;22361
45;12;1:29.128;176.954;22362
51;14;1:29.401;176.414;22363
49;16;1:29.883;175.468;22364
47;15;1:29.499;176.220;22365
29;18;1:30.485;174.300;22366
21;19;1:32.888;169.791;22367
21;17;1:30.280;174.696;22368
14;20;1:41.151;155.921;22369
7;21;1:46.312;148.352;22370
6;22;1:48.459;145.415;22371
44;6;1:52.974;223.187;22373
36;1;1:50.511;228.161;22374
40;4;1:52.716;223.698;22375
39;13;1:54.090;221.004;22376
36;5;1:52.953;223.229;22377
38;8;1:53.483;222.186;22378
29;11;1:53.879;221.413;22379
28;16;1:54.532;220.151;22380
26;14;1:54.159;220.870;22381
40;9;1:53.612;221.934;22382
31;7;1:53.276;222.592;22383
28;15;1:54.203;220.785;22384
37;3;1:52.512;224.104;22385
36;2;1:52.413;224.301;22386
32;12;1:54.000;221.178;22387
31;17;1:55.247;218.785;22388
26;19;1:55.900;217.553;22389
32;20;1:56.347;216.717;22390
33;10;1:53.707;221.748;22391
21;18;1:55.649;218.025;22392
29;1;1:28.004;236.975;22395
51;2;1:28.206;236.432;22396
46;3;1:28.342;236.068;22397
50;5;1:28.559;235.490;22398
53;6;1:28.588;235.413;22399
34;10;1:29.141;233.952;22400
35;8;1:29.107;234.042;22401
35;11;1:29.245;233.680;22402
43;7;1:28.942;234.476;22403
34;12;1:29.283;233.580;22404
51;4;1:28.486;235.684;22405
35;13;1:29.366;233.363;22406
39;9;1:29.121;234.005;22407
32;17;1:29.856;232.091;22408
46;14;1:29.375;233.340;22409
38;18;1:30.083;231.506;22410
35;21;1:30.758;229.784;22411
51;20;1:30.521;230.386;22412
40;15;1:29.449;233.147;22413
47;19;1:30.280;231.001;22414
23;16;1:29.680;232.546;22415
5;22;1:32.569;225.289;22416
39;1;1:50.417;165.137;22417
27;8;1:52.519;162.052;22418
30;9;1:52.569;161.980;22419
27;6;1:52.115;162.636;22420
27;13;1:53.283;160.959;22421
48;4;1:51.937;162.895;22422
46;5;1:52.007;162.793;22423
28;11;1:52.872;161.545;22424
27;10;1:52.762;161.703;22425
48;2;1:51.639;163.330;22426
25;7;1:52.515;162.058;22427
26;12;1:53.213;161.059;22428
25;15;1:53.543;160.591;22429
45;3;1:51.761;163.151;22430
14;19;1:55.416;157.985;22431
47;14;1:53.538;160.598;22432
43;17;1:53.807;160.218;22433
16;16;1:53.707;160.359;22434
10;18;1:53.948;160.020;22435
6;20;1:55.684;157.619;22436
5;21;1:56.769;156.154;22437
39;1;1:51.600;187.322;22439
15;6;1:52.551;185.739;22440
32;3;1:51.915;186.795;22441
38;4;1:52.231;186.269;22442
33;2;1:51.721;187.119;22443
41;13;1:54.103;183.213;22444
39;8;1:53.450;184.267;22445
28;7;1:52.814;185.306;22446
35;11;1:53.562;184.086;22447
27;10;1:53.556;184.095;22448
25;12;1:54.021;183.345;22449
36;5;1:52.426;185.946;22450
40;17;1:55.372;181.198;22451
38;9;1:53.510;184.170;22452
28;16;1:55.302;181.308;22453
26;15;1:54.702;182.256;22454
27;14;1:54.669;182.309;22455
25;21;1:56.472;179.486;22456
29;18;1:55.641;180.776;22457
27;20;1:55.985;180.240;22458
25;19;1:55.753;180.601;22459
48;3;1:41.606;207.200;22461
52;2;1:41.360;207.703;22462
53;1;1:40.896;208.658;22463
47;4;1:41.964;206.472;22464
44;14;1:43.076;204.245;22465
53;6;1:42.179;206.038;22466
50;13;1:43.050;204.296;22467
53;8;1:42.630;205.133;22468
45;11;1:42.919;204.556;22469
47;12;1:42.924;204.547;22470
47;10;1:42.879;204.636;22471
50;9;1:42.685;205.023;22472
53;7;1:42.550;205.293;22473
52;5;1:42.022;206.355;22474
45;18;1:44.075;202.284;22475
42;15;1:43.822;202.777;22476
49;19;1:44.461;201.537;22477
50;17;1:44.030;202.372;22478
48;16;1:43.979;202.471;22479
17;20;1:47.407;196.009;22480
8;21;1:48.268;194.450;22481
49;4;1:41.929;194.712;22482
48;5;1:41.932;194.706;22483
33;7;1:42.831;193.004;22484
50;9;1:42.971;192.741;22485
55;6;1:42.505;193.617;22486
47;2;1:41.474;195.585;22487
50;1;1:41.379;195.768;22488
29;14;1:44.287;190.309;22489
17;12;1:44.180;190.504;22490
38;11;1:43.808;191.187;22491
51;15;1:44.440;190.030;22492
33;13;1:44.255;190.367;22493
54;8;1:42.888;192.897;22494
47;10;1:43.006;192.676;22495
53;3;1:41.689;195.171;22496
15;16;1:46.226;186.835;22497
62;2;1:13.619;210.711;22500
62;1;1:13.555;210.895;22501
59;7;1:14.101;209.341;22502
68;4;1:13.999;209.629;22503
68;5;1:14.018;209.576;22504
55;10;1:14.313;208.744;22505
37;17;1:14.963;206.934;22506
70;3;1:13.728;210.400;22507
62;11;1:14.544;208.097;22508
64;9;1:14.229;208.980;22509
62;8;1:14.144;209.219;22510
47;14;1:14.810;207.357;22511
65;13;1:14.774;207.457;22512
64;16;1:14.875;207.177;22513
70;12;1:14.550;208.080;22514
42;15;1:14.834;207.290;22515
63;6;1:14.070;209.428;22516
30;18;1:15.387;205.770;22517
49;4;1:45.599;189.342;22518
47;2;1:44.826;190.738;22519
54;6;1:45.727;189.113;22520
50;1;1:44.496;191.341;22521
47;9;1:46.739;187.320;22522
47;7;1:45.777;189.024;22523
49;8;1:45.808;188.968;22524
51;3;1:45.552;189.427;22525
45;12;1:47.424;186.126;22526
46;16;1:47.736;185.586;22527
37;10;1:46.824;187.171;22528
50;5;1:45.686;189.186;22529
35;17;1:47.897;185.310;22530
17;11;1:46.869;187.092;22531
43;15;1:47.698;185.652;22532
44;14;1:47.508;185.980;22533
47;18;1:48.398;184.453;22534
38;13;1:47.431;186.113;22535
9;20;1:48.933;183.547;22536
10;19;1:48.748;183.859;22537
50;1;1:30.945;209.915;22538
47;2;1:31.092;209.577;22539
52;4;1:31.457;208.740;22540
50;6;1:31.719;208.144;22541
46;9;1:32.612;206.137;22542
46;10;1:32.797;205.726;22543
48;8;1:31.970;207.576;22544
51;5;1:31.560;208.505;22545
49;11;1:32.872;205.560;22546
46;7;1:31.959;207.601;22547
56;12;1:33.338;204.534;22548
36;3;1:31.426;208.811;22549
30;13;1:34.295;202.458;22550
46;3;1:43.648;193.501;22556
45;2;1:43.125;193.501;22557
43;1;1:42.062;195.516;22558
40;7;1:44.124;191.644;22559
42;6;1:44.088;191.710;22560
40;5;1:43.990;191.891;22561
42;9;1:44.579;190.810;22562
37;15;1:45.507;189.132;22563
41;8;1:44.514;190.929;22564
42;13;1:45.312;189.482;22565
36;10;1:44.812;190.386;22566
45;4;1:43.902;192.054;22567
37;14;1:45.345;189.423;22568
46;11;1:44.822;190.368;22569
44;19;1:49.040;183.004;22570
38;12;1:45.070;189.919;22571
38;16;1:46.056;188.153;22572
17;17;1:48.460;183.983;22573
3;18;1:48.760;183.475;22574
31;1;1:42.208;191.996;22576
39;2;1:42.565;191.328;22577
15;5;1:43.018;190.487;22578
48;6;1:43.026;190.472;22579
37;4;1:42.734;191.013;22580
37;7;1:43.051;190.426;22581
34;8;1:43.134;190.272;22582
46;12;1:43.692;189.248;22583
46;9;1:43.245;190.068;22584
32;15;1:44.204;188.319;22585
44;10;1:43.512;189.578;22586
40;13;1:43.728;189.183;22587
41;3;1:42.652;191.166;22588
21;16;1:44.991;186.907;22589
40;17;1:45.414;186.157;22590
43;19;1:45.963;185.192;22591
46;14;1:43.880;188.906;22592
37;11;1:43.686;189.259;22593
13;20;1:46.291;184.621;22594
6;18;1:45.844;185.401;22595
38;5;1:37.857;199.098;22596
42;1;1:36.311;202.294;22597
36;3;1:37.326;200.184;22598
16;6;1:38.095;198.615;22599
38;2;1:36.624;201.639;22600
53;12;1:38.948;196.903;22601
34;15;1:39.161;196.480;22602
39;8;1:38.338;198.124;22603
36;11;1:38.725;197.348;22604
12;14;1:39.094;196.613;22605
38;13;1:38.992;196.815;22606
43;7;1:38.216;198.370;22607
40;10;1:38.653;197.492;22608
27;9;1:38.422;197.955;22609
43;4;1:37.665;199.490;22610
36;18;1:41.759;191.464;22611
36;19;1:42.033;190.949;22612
32;16;1:39.607;195.600;22613
13;17;1:40.651;193.571;22614
53;2;1:29.109;188.061;22616
54;1;1:28.270;189.849;22617
61;6;1:30.737;184.687;22618
44;5;1:30.711;184.740;22619
47;3;1:29.931;186.342;22620
51;4;1:30.374;185.429;22621
56;8;1:31.124;183.903;22622
46;15;1:31.945;182.261;22623
62;9;1:31.156;183.838;22624
40;11;1:31.887;182.376;22625
46;12;1:31.896;182.358;22626
41;13;1:31.928;182.294;22627
38;14;1:31.932;182.286;22628
52;16;1:32.222;181.713;22629
51;7;1:30.888;184.380;22630
46;10;1:31.162;183.826;22631
49;19;1:33.655;178.933;22632
51;20;1:34.211;177.877;22633
17;17;1:32.912;180.364;22634
23;18;1:33.387;179.446;22635
76;2;1:18.599;152.841;22636
75;4;1:18.854;152.347;22637
42;3;1:18.676;152.692;22638
75;7;1:19.130;151.815;22639
74;1;1:18.063;153.891;22640
74;10;1:19.651;150.822;22641
74;11;1:19.657;150.811;22642
76;9;1:19.490;151.128;22643
76;15;1:20.017;150.133;22644
48;13;1:19.816;150.511;22645
46;14;1:19.921;150.313;22646
40;17;1:20.483;149.263;22647
75;8;1:19.285;151.519;22648
74;6;1:18.944;152.173;22649
72;12;1:19.764;150.609;22650
47;18;1:21.715;147.013;22651
58;20;1:22.693;145.274;22652
49;5;1:18.873;152.310;22653
36;16;1:20.459;149.308;22654
3;19;1:22.271;146.019;22655
64;3;1:17.472;202.648;22656
63;5;1:17.637;202.218;22657
67;6;1:17.922;201.478;22658
42;1;1:16.987;203.925;22659
59;2;1:17.105;203.613;22660
64;4;1:17.553;202.437;22661
51;10;1:18.385;200.288;22662
66;9;1:18.238;200.664;22663
69;8;1:18.048;201.153;22664
51;7;1:17.969;201.356;22665
49;14;1:18.889;199.008;22666
61;12;1:18.811;199.205;22667
67;16;1:19.060;198.578;22668
58;15;1:18.890;199.006;22669
50;11;1:18.616;199.699;22670
47;17;1:19.088;198.507;22671
38;19;1:20.707;194.525;22672
37;20;1:20.804;194.292;22673
49;13;1:18.856;199.092;22674
41;18;1:19.580;197.280;22675
35;1;1:11.235;218.622;22676
60;2;1:11.475;217.888;22677
58;4;1:11.613;217.468;22678
44;3;1:11.499;217.815;22679
52;7;1:12.248;215.557;22680
62;12;1:12.541;214.686;22681
58;6;1:11.785;216.947;22682
64;9;1:12.349;215.256;22683
58;10;1:12.377;215.173;22684
69;5;1:11.689;217.238;22685
57;14;1:13.050;213.190;22686
54;8;1:12.316;215.354;22687
56;11;1:12.516;214.760;22688
58;16;1:14.939;207.817;22689
34;13;1:12.881;213.685;22690
28;15;1:13.234;212.655;22691
5;17;1:52.208;138.792;22692
29;1;1:37.093;218.425;22696
24;2;1:37.403;217.730;22697
31;6;1:37.707;217.053;22698
26;3;1:37.466;217.589;22699
32;5;1:37.513;217.484;22700
28;7;1:37.910;216.603;22701
32;9;1:38.296;215.752;22702
31;4;1:37.493;217.529;22703
25;10;1:38.466;215.379;22704
30;12;1:38.883;214.471;22705
31;8;1:38.131;216.115;22706
26;15;1:42.324;207.259;22707
28;14;1:41.919;208.082;22708
26;11;1:38.697;214.875;22709
14;13;1:39.940;212.203;22710
3;16;2:20.776;150.647;22711
63;5;1:26.772;181.759;22716
57;4;1:26.519;182.290;22717
68;1;1:24.821;185.939;22718
62;11;1:27.650;179.938;22719
67;10;1:27.311;180.637;22720
68;3;1:25.727;183.974;22721
60;14;1:28.080;179.059;22722
68;2;1:25.149;185.223;22723
65;17;1:28.535;178.139;22724
60;12;1:28.004;179.214;22725
51;15;1:28.268;178.678;22726
59;6;1:26.864;181.566;22727
51;8;1:27.058;181.161;22728
62;9;1:27.130;181.012;22729
59;20;1:29.868;175.497;22730
56;19;1:29.543;176.134;22731
38;18;1:28.611;177.986;22732
24;7;1:26.954;181.378;22733
51;16;1:28.499;178.212;22734
38;13;1:28.074;179.072;22735
34;2;1:52.504;224.120;22736
34;1;1:52.416;224.295;22737
37;12;1:54.779;219.677;22738
29;3;1:53.032;223.073;22739
29;13;1:54.796;219.645;22740
23;8;1:54.093;220.998;22741
30;9;1:54.517;220.180;22742
36;4;1:53.276;222.592;22743
23;10;1:54.646;219.932;22744
30;7;1:54.022;221.136;22745
29;6;1:53.991;221.196;22746
29;14;1:55.316;218.654;22747
34;5;1:53.692;221.778;22748
38;15;1:55.533;218.244;22749
32;18;1:58.174;213.366;22750
33;17;1:58.150;213.410;22751
25;11;1:54.680;219.867;22752
2;16;1:56.263;216.873;22753
48;1;1:26.672;240.617;22756
52;3;1:27.376;238.678;22757
31;8;1:27.874;237.326;22758
49;6;1:27.525;238.272;22759
43;7;1:27.584;238.111;22760
46;10;1:28.140;236.609;22761
36;14;1:28.913;234.552;22762
50;9;1:28.065;236.811;22763
22;12;1:28.516;235.604;22764
39;11;1:28.231;236.365;22765
38;5;1:27.510;238.313;22766
35;4;1:27.390;238.640;22767
51;13;1:28.653;235.240;22768
33;16;1:29.766;232.324;22769
51;17;1:31.098;228.927;22770
29;18;1:31.311;228.393;22771
43;2;1:27.067;239.525;22772
42;15;1:29.285;233.575;22773
53;2;1:50.069;165.659;22776
52;1;1:50.041;165.701;22777
48;5;1:50.341;165.251;22778
50;7;1:50.934;164.368;22779
49;10;1:51.342;163.765;22780
36;8;1:51.109;164.109;22781
44;12;1:51.970;162.847;22782
43;4;1:50.298;165.315;22783
43;6;1:50.401;165.161;22784
36;15;1:52.566;161.984;22785
30;11;1:51.594;163.395;22786
57;3;1:50.175;165.500;22787
28;13;1:52.353;162.292;22788
43;19;1:55.312;158.127;22789
45;20;1:55.890;157.338;22790
43;9;1:51.167;164.023;22791
27;16;1:53.325;160.900;22792
24;14;1:52.505;162.072;22793
19;17;1:53.666;160.417;22794
6;18;1:53.868;160.132;22795
33;1;1:36.145;217.434;22796
31;2;1:37.147;215.191;22797
32;3;1:37.906;213.523;22798
32;4;1:38.035;213.242;22799
41;8;1:38.241;212.795;22800
43;9;1:38.331;212.600;22801
35;6;1:38.167;212.955;22802
39;5;1:38.136;213.022;22803
32;7;1:38.237;212.803;22804
16;13;1:38.686;211.835;22805
45;16;1:39.614;209.862;22806
50;11;1:38.591;212.039;22807
36;10;1:38.366;212.524;22808
28;15;1:39.343;210.434;22809
32;14;1:38.898;211.381;22810
31;18;1:40.121;208.799;22811
51;12;1:38.595;212.031;22812
35;20;1:41.467;206.029;22813
44;19;1:41.452;206.060;22814
39;17;1:40.088;208.868;22815
44;3;1:40.573;209.328;22816
51;1;1:40.071;210.378;22817
48;9;1:41.772;206.862;22818
48;4;1:40.881;208.689;22819
48;2;1:40.294;209.910;22820
52;6;1:41.372;207.678;22821
52;7;1:41.507;207.402;22822
53;13;1:43.068;204.261;22824
45;15;1:43.265;203.871;22825
29;12;1:42.639;205.115;22826
45;5;1:41.134;208.167;22827
50;17;1:45.049;200.409;22828
50;16;1:44.926;200.644;22829
43;10;1:41.888;206.626;22830
44;11;1:42.258;205.879;22831
7;18;1:45.266;199.996;22832
6;14;1:43.133;204.132;22833
48;2;1:40.738;197.014;22837
49;1;1:40.666;197.154;22838
52;3;1:41.330;195.863;22839
51;9;1:43.172;192.366;22840
54;7;1:43.010;192.668;22841
50;8;1:43.026;192.638;22842
51;5;1:42.660;193.325;22843
51;6;1:42.849;192.970;22844
54;12;1:44.407;190.090;22845
53;4;1:41.980;194.614;22846
55;11;1:44.323;190.243;22847
50;16;1:48.173;183.472;22848
41;10;1:43.728;191.335;22849
24;13;1:45.095;188.846;22850
24;15;1:47.381;184.825;22851
24;14;1:46.186;186.905;22852
22;17;1:48.231;183.374;22853
8;18;1:59.612;165.926;22854
3;19;2:31.939;130.623;22855
67;1;1:20.521;192.426;22857
67;2;1:20.723;191.945;22858
68;4;1:21.585;189.917;22859
69;3;1:21.549;190.001;22860
70;5;1:21.625;189.824;22861
71;7;1:22.009;188.935;22862
69;9;1:22.391;188.059;22863
51;12;1:22.757;187.227;22864
70;10;1:22.603;187.576;22865
69;13;1:22.893;186.920;22866
70;14;1:22.963;186.762;22867
62;11;1:22.716;187.320;22868
46;8;1:22.172;188.560;22869
49;15;1:23.006;186.666;22870
69;18;1:25.005;182.276;22871
67;19;1:25.540;181.136;22872
48;16;1:23.350;185.895;22873
48;6;1:21.847;189.309;22874
20;17;1:24.054;184.338;22875
57;2;1:14.957;206.950;22877
51;1;1:14.832;207.296;22878
57;3;1:15.046;206.705;22879
48;4;1:15.416;205.691;22880
61;10;1:16.039;204.005;22881
66;16;1:16.774;202.052;22882
41;14;1:16.500;202.776;22883
57;5;1:15.739;204.813;22884
56;9;1:15.972;204.185;22885
63;13;1:16.354;203.164;22886
56;11;1:16.313;203.273;22887
53;8;1:15.970;204.191;22888
41;17;1:16.794;202.000;22889
53;12;1:16.321;203.252;22890
54;15;1:16.519;202.726;22891
57;7;1:15.789;204.678;22892
42;19;1:19.098;196.116;22893
43;18;1:18.617;197.316;22894
57;6;1:15.743;204.803;22896
37;5;1:45.356;189.779;22897
44;1;1:44.517;191.302;22898
47;4;1:44.942;190.528;22899
48;2;1:44.550;191.242;22900
30;8;1:45.892;188.818;22901
46;9;1:46.305;188.085;22902
29;16;1:47.064;186.751;22903
33;14;1:46.984;186.891;22904
47;7;1:45.859;188.877;22905
27;13;1:46.882;187.069;22906
38;15;1:46.998;186.867;22907
29;17;1:47.509;185.978;22908
45;11;1:46.464;187.804;22909
48;12;1:46.517;187.710;22910
46;10;1:46.424;187.874;22911
40;6;1:45.746;189.079;22912
52;3;1:44.796;190.793;22913
53;18;1:49.610;182.414;22914
26;19;1:51.213;179.784;22915
21;3;1:30.557;210.815;22917
48;4;1:30.646;210.608;22918
23;2;1:29.951;212.235;22919
49;1;1:28.997;214.510;22920
39;9;1:32.288;206.861;22921
48;17;1:32.862;205.582;22922
49;16;1:32.833;205.646;22923
51;14;1:32.725;205.886;22924
23;7;1:31.671;208.253;22925
44;6;1:31.516;208.606;22926
14;18;1:32.955;205.376;22927
45;10;1:32.452;206.494;22928
39;15;1:32.780;205.764;22929
33;8;1:31.684;208.223;22930
48;13;1:32.711;205.917;22931
34;12;1:32.673;206.001;22932
15;21;1:33.892;203.327;22933
21;5;1:30.701;210.480;22934
15;20;1:33.847;203.424;22935
4;19;1:32.998;205.281;22936
14;11;1:32.553;206.268;22937
41;1;1:34.482;206.210;22939
39;3;1:35.158;204.745;22940
43;2;1:34.677;205.785;22941
44;9;1:36.064;202.814;22942
42;11;1:36.095;202.749;22943
49;7;1:35.504;204.004;22944
36;8;1:35.678;203.633;22945
31;16;1:37.560;199.704;22946
37;15;1:37.077;200.698;22947
44;12;1:36.121;202.694;22948
40;14;1:36.730;201.418;22949
32;17;1:38.003;198.802;22950
43;6;1:35.448;204.123;22951
49;5;1:35.360;204.312;22952
53;4;1:35.188;204.681;22953
39;10;1:36.067;202.808;22954
47;13;1:36.685;201.512;22955
22;18;1:38.408;197.983;22956
2;19;1:39.341;196.124;22957
3;20;1:39.427;195.954;22958
38;6;1:40.418;195.419;22961
37;9;1:40.610;195.046;22962
38;14;1:41.546;193.248;22963
55;11;1:41.015;194.264;22964
40;8;1:40.593;195.079;22965
34;16;1:41.815;192.737;22966
32;10;1:40.662;194.945;22967
41;5;1:40.399;195.456;22968
35;12;1:41.485;193.364;22969
23;15;1:41.558;193.225;22970
30;17;1:41.846;192.679;22971
36;19;1:42.226;191.962;22972
46;3;1:40.298;195.652;22973
45;4;1:40.368;195.516;22974
48;1;1:39.824;196.581;22975
41;22;1:43.269;190.024;22976
22;21;1:42.311;191.803;22977
48;13;1:41.489;193.356;22978
47;2;1:39.923;196.387;22979
42;7;1:40.582;195.100;22980
42;18;1:42.009;192.371;22981
26;20;1:42.232;191.951;22982
52;1;1:39.094;212.452;22983
36;4;1:40.266;209.969;22984
47;3;1:40.101;210.315;22985
37;6;1:41.159;208.115;22986
52;2;1:39.743;211.070;22987
52;5;1:40.347;209.799;22988
50;9;1:41.832;206.740;22989
51;12;1:42.026;206.347;22990
47;10;1:41.897;206.608;22991
50;8;1:41.720;206.968;22992
46;7;1:41.179;208.074;22993
41;15;1:42.205;205.986;22994
37;19;1:42.660;205.073;22995
45;14;1:42.050;206.298;22996
44;17;1:42.344;205.706;22997
50;16;1:42.253;205.889;22998
52;18;1:42.378;205.637;22999
43;11;1:41.907;206.588;23000
32;13;1:42.029;206.341;23001
36;6;1:28.816;188.682;23005
38;4;1:28.538;189.274;23006
39;2;1:27.974;190.488;23007
46;3;1:28.209;189.980;23008
60;8;1:29.081;188.120;23009
42;11;1:29.663;186.899;23010
37;15;1:29.801;186.612;23011
43;9;1:29.238;187.789;23012
39;18;1:30.260;185.663;23013
53;1;1:26.948;192.735;23014
34;17;1:30.139;185.912;23015
42;12;1:29.715;186.791;23016
35;14;1:29.779;186.658;23017
57;5;1:28.716;188.894;23018
38;16;1:29.905;186.396;23019
37;19;1:31.182;183.786;23020
52;10;1:29.402;187.445;23021
41;7;1:28.974;188.347;23022
41;13;1:29.750;186.718;23023
8;20;1:31.810;182.529;23024
71;1;1:17.939;154.135;23027
67;3;1:18.294;153.437;23028
64;4;1:18.446;153.139;23029
62;2;1:18.005;154.005;23030
72;8;1:19.170;151.739;23031
74;11;1:19.232;151.620;23032
74;6;1:18.763;152.523;23033
70;5;1:18.519;152.997;23034
66;12;1:19.670;150.786;23035
69;9;1:19.213;151.656;23036
69;7;1:19.131;151.814;23037
66;10;1:19.223;151.637;23038
65;14;1:20.219;149.755;23039
60;15;1:20.372;149.469;23040
70;13;1:19.868;150.413;23041
51;16;1:21.342;147.687;23042
46;17;1:21.889;146.701;23043
34;18;1:26.563;138.779;23044
27;19;1:29.802;133.774;23045
14;20;1:37.895;122.715;23046
10;21;1:47.149;112.116;23047
2;22;1:58.474;101.399;23048
68;2;1:15.981;206.625;23049
70;3;1:16.297;205.769;23050
68;10;1:16.938;204.055;23051
49;4;1:16.319;205.710;23052
60;1;1:15.599;207.669;23053
44;9;1:16.919;204.105;23054
51;5;1:16.506;205.207;23055
68;8;1:16.604;204.944;23056
54;7;1:16.578;205.014;23057
54;6;1:16.559;205.065;23058
67;13;1:17.307;203.081;23059
50;11;1:16.942;204.044;23060
48;15;1:17.728;201.981;23061
50;12;1:17.281;203.149;23062
63;17;1:18.100;201.019;23063
42;18;1:18.224;200.700;23064
48;19;1:18.282;200.551;23065
66;16;1:17.883;201.579;23066
57;20;1:18.658;199.593;23067
32;14;1:17.424;202.774;23068
6;22;1:19.879;196.542;23069
5;21;1:19.456;197.588;23070
48;1;1:46.485;202.946;23071
49;5;1:47.028;201.917;23072
45;4;1:46.990;201.988;23073
41;6;1:47.181;201.629;23074
42;2;1:46.822;202.306;23075
50;9;1:47.604;200.836;23076
51;12;1:47.736;200.590;23077
50;3;1:46.973;202.021;23078
37;15;1:48.012;200.077;23079
35;13;1:47.761;200.543;23080
50;10;1:47.622;200.802;23081
48;11;1:47.708;200.642;23082
48;14;1:47.943;200.205;23083
41;19;1:49.282;197.752;23084
48;8;1:47.583;200.875;23085
50;7;1:47.563;200.912;23086
48;17;1:48.898;198.449;23087
27;21;1:51.365;194.053;23088
27;18;1:49.101;198.080;23089
33;20;1:50.571;195.447;23090
31;16;1:48.804;198.621;23091
2;22;1:53.167;190.963;23092
67;1;1:08.411;227.647;23093
69;5;1:09.618;223.700;23094
66;4;1:08.876;226.110;23095
66;2;1:08.491;227.381;23096
66;3;1:08.770;226.459;23097
70;9;1:10.001;222.476;23098
67;8;1:09.925;222.718;23099
68;11;1:10.138;222.042;23100
55;12;1:10.210;221.814;23101
67;19;1:10.859;219.782;23102
55;6;1:09.694;223.456;23103
53;13;1:10.228;221.757;23104
46;16;1:10.415;221.168;23105
56;17;1:10.450;221.058;23106
58;18;1:10.704;220.264;23107
66;15;1:10.342;221.398;23108
66;10;1:10.120;222.099;23109
44;20;1:11.020;219.284;23110
53;14;1:10.309;221.502;23111
59;7;1:09.899;222.801;23112
10;21;1:11.441;217.992;23113
2;22;1:18.302;198.891;23114
45;3;1:35.771;221.440;23115
41;6;1:36.407;219.979;23116
44;1;1:35.548;221.957;23117
52;4;1:36.013;220.882;23118
39;8;1:36.994;218.648;23119
35;15;1:37.900;216.625;23120
51;11;1:37.618;217.250;23121
43;10;1:37.401;217.734;23122
44;7;1:36.933;218.786;23123
35;13;1:37.667;217.141;23124
40;5;1:36.141;220.588;23125
36;16;1:37.907;216.609;23126
43;2;1:35.669;221.676;23127
45;9;1:37.383;217.775;23128
43;17;1:38.710;214.847;23129
44;14;1:37.713;217.039;23130
43;12;1:37.619;217.248;23131
36;18;1:39.755;212.596;23132
23;19;1:41.380;209.189;23133
14;20;1:55.507;183.604;23134
9;21;2:00.286;176.309;23135
4;22;2:48.804;125.634;23136
69;3;1:23.849;188.095;23137
60;2;1:23.670;188.497;23138
60;5;1:24.608;186.407;23139
59;4;1:24.383;186.904;23140
40;7;1:24.687;186.234;23141
52;1;1:23.086;189.822;23142
62;8;1:24.958;185.639;23143
67;10;1:25.103;185.323;23144
59;11;1:25.273;184.954;23145
69;13;1:25.392;184.696;23146
65;9;1:25.021;185.502;23147
41;16;1:25.743;183.940;23148
39;17;1:25.955;183.486;23149
56;18;1:25.958;183.480;23150
39;19;1:26.230;182.901;23151
48;6;1:24.669;186.273;23152
66;15;1:25.676;184.084;23153
68;12;1:25.296;184.904;23154
47;20;1:26.524;182.280;23155
47;14;1:25.475;184.517;23156
64;22;1:27.791;179.649;23157
9;21;1:26.744;181.817;23158
52;3;1:18.746;209.107;23159
48;1;1:18.442;209.918;23160
47;4;1:18.910;208.673;23161
51;5;1:19.122;208.114;23162
48;2;1:18.710;209.203;23163
36;6;1:19.572;206.937;23164
46;12;1:20.056;205.686;23165
48;9;1:19.781;206.395;23166
36;15;1:20.442;204.699;23167
46;8;1:19.606;206.848;23168
56;10;1:19.883;206.131;23169
50;13;1:20.132;205.490;23170
58;14;1:20.250;205.188;23171
54;11;1:19.957;205.940;23172
51;7;1:19.585;206.903;23173
42;21;1:21.649;201.673;23174
49;16;1:20.710;204.019;23175
35;18;1:21.212;202.758;23176
55;17;1:21.127;202.970;23177
56;22;1:21.845;201.190;23178
45;19;1:21.420;202.240;23179
31;20;1:21.476;202.101;23180
11;2;1:51.746;225.640;23181
11;4;1:52.461;224.205;23182
40;1;1:51.583;225.969;23183
41;10;1:53.530;222.094;23184
34;8;1:53.414;222.321;23185
35;5;1:52.728;223.674;23186
43;15;1:54.484;220.243;23187
31;12;1:54.120;220.946;23188
27;9;1:53.498;222.157;23189
25;14;1:54.342;220.517;23190
32;7;1:53.281;222.582;23191
